"","Isocode","Country","Year","PopMale","PopFemale","PopTotal","GrowthRate","PopDensity","GDP","CO2","TFR","LEx","LExMale","LExFemale","CO2.norm","GDP.norm","PopTotal.norm","TFR.norm","Tech"
"4518","AGO","Angola",1979,3638.023,3761.181,7399.204,3.1651,5.935,958.381389299666,0.202859658957909,7.197,40.029,38.561,41.522,1.73536429599689,1.10404285174639,0.716016614920837,1.00446615491975,2.11669029911097
"4576","AGO","Angola",1980,3756.243,3880.898,7637.141,3.4076,6.126,961.430088327589,0.190909137332937,7.2,40.182,38.729,41.661,1.63313347961353,1.10755491323515,0.739041638329357,1.00488485694348,1.98567883042878
"4657","AGO","Angola",1981,3887.906,4013.964,7901.87,3.5826,6.338,923.458342042691,0.182235344291921,7.201,40.311,38.855,41.794,1.55893345960182,1.06381195711952,0.764659307804531,1.00502442428472,1.97340081295726
"4684","AGO","Angola",1982,4031.325,4158.768,8190.093,3.5948,6.569,862.004358180051,0.154821196780061,7.203,40.429,38.948,41.941,1.32441895316097,0.993017769802859,0.792550477827999,1.0053035589672,1.79606048752392
"4738","AGO","Angola",1983,4180.407,4309.457,8489.864,3.4145,6.81,808.089457477935,0.164313586177588,7.205,40.547,39.018,42.114,1.40562166112562,0.930908507887533,0.821559141012773,1.00558269364969,2.03335886462885
"4847","AGO","Angola",1984,4326.776,4457.977,8784.753,3.1254,7.046,790.196988947723,0.155496688410021,7.207,40.671,39.072,42.315,1.33019745078292,0.910296617671975,0.850095375931744,1.00586182833217,1.96782182904912
"4896","AGO","Angola",1985,4464.761,4598.885,9063.646,2.7964,7.27,779.331151663169,0.141444182617017,7.208,40.794,39.109,42.53,1.20998519691372,0.897779314940317,0.877083687348096,1.00600139567341,1.8149432666096
"4985","AGO","Angola",1986,4591.427,4729.251,9320.678,2.5459,7.476,694.187051340159,0.136363470554395,7.206,40.902,39.127,42.736,1.16652221192692,0.799694422663049,0.901956522664751,1.00572226099093,1.96436205906088
"5013","AGO","Angola",1987,4709.41,4851.612,9561.022,2.4489,7.669,759.672400321081,0.165881848195726,7.202,40.988,39.129,42.911,1.41903736894563,0.875132689978878,0.92521447004619,1.00516399162596,2.18359714168391
"5095","AGO","Angola",1988,4825.415,4972.64,9798.055,2.5501,7.859,852.881388041713,0.142783440182771,7.194,41.05,39.126,43.045,1.22144188462921,0.982508227275862,0.948152013906926,1.00404745289602,1.67413009809739
"5126","AGO","Angola",1989,4949.155,5101.978,10051.133,2.7739,8.062,853.462489593865,0.135905076571965,7.182,41.1,39.134,43.139,1.16260087756849,0.983177648679444,0.972642222971433,1.00237264480112,1.59239659890193
"5225","AGO","Angola",1990,5087.478,5246.366,10333.844,3.0392,8.289,868.065390563134,0.116897448809949,7.165,41.151,39.172,43.203,1,1,1,1,1.3466433529174
"5288","AGO","Angola",1991,5243.621,5409.106,10652.727,3.233,8.545,853.776635767435,0.111802358213066,7.143,41.221,39.26,43.25,0.956414013746641,0.983539540971183,1.0308581201729,0.996929518492673,1.30950360468192
"5376","AGO","Angola",1992,5415.147,5587.611,11002.758,3.3022,8.826,781.70526815594,0.109517995397154,7.116,41.329,39.414,43.307,0.936872416909692,0.900514266153187,1.06473041396793,0.993161200279135,1.4010139096991
"5409","AGO","Angola",1993,5596.463,5775.693,11372.156,3.2126,9.122,576.202192051903,0.139111704060338,7.087,41.495,39.646,43.402,1.19003199365373,0.663777404693104,1.10047684095096,0.989113747383112,2.41428626928596
"5474","AGO","Angola",1994,5779.212,5964.22,11743.432,3.0321,9.42,565.922962231971,0.090348375159834,7.054,41.736,39.966,43.554,0.77288577363841,0.651935866104332,1.13640500088834,0.984508025122121,1.596478340506
"5533","AGO","Angola",1995,5957.848,6147.104,12104.952,2.8262,9.71,630.628018118586,0.248080289785536,7.019,42.073,40.39,43.796,2.12220448188619,0.72647524595985,1.17138907844941,0.979623168178646,3.93386089196699
"5591","AGO","Angola",1996,6130.111,6321.834,12451.945,2.6895,9.988,734.230854561223,0.229763302038356,6.984,42.526,40.927,44.155,1.96551168889839,0.845824361324797,1.20496738677302,0.974738311235171,3.12930600247879
"5682","AGO","Angola",1997,6299.399,6491.989,12791.388,2.6702,10.26,752.506490325741,0.157371506516728,6.949,43.088,41.567,44.632,1.34623559469276,0.866877655193203,1.23781508604155,0.969853454291696,2.09129766373983
"5741","AGO","Angola",1998,6472.626,6664.916,13137.542,2.8002,10.538,731.005650126145,0.15170265488019,6.913,43.742,42.285,45.215,1.29774136582593,0.84210896791073,1.2713122048291,0.964829030006978,2.07525967622838
"5792","AGO","Angola",1999,6659.566,6851.05,13510.616,3.0205,10.837,733.668183639087,0.184817627856494,6.878,44.468,43.059,45.888,1.58102362145618,0.845176171766438,1.30741435616795,0.959944173063503,2.51909012790736
"5851","AGO","Angola",2000,6867.132,7057.798,13924.93,3.2525,11.169,736.400293155997,0.186859108088874,6.844,45.234,43.856,46.621,1.59848747762381,0.848323526270616,1.34750727802742,0.95519888346127,2.53746650871159
"5924","AGO","Angola",2001,7097.657,7287.626,14385.283,3.4254,11.539,741.102999384291,0.184494111099517,6.811,46.004,44.639,47.374,1.57825609521613,0.853740982466218,1.3920553668122,0.950593161200279,2.48945303490602
"5999","AGO","Angola",2002,7348.643,7537.931,14886.574,3.5275,11.941,825.498825914568,0.232021148720988,6.778,46.743,45.381,48.109,1.98482645329759,0.950963873100675,1.4405650017554,0.945987438939288,2.81067811894139
"6052","AGO","Angola",2003,7616.24,7804.835,15421.075,3.5397,12.37,824.978691359864,0.160300108779706,6.743,47.425,46.06,48.793,1.37128834214612,0.950364684882416,1.49228834884676,0.941102581995813,1.9430818087613
"6127","AGO","Angola",2004,7894.457,8082.258,15976.715,3.4914,12.815,885.230648819602,0.320779334174766,6.704,48.036,46.664,49.41,2.74410893856449,1.0197741534717,1.54605730452289,0.935659455687369,3.62368084072219
"6161","AGO","Angola",2005,8178.765,8365.611,16544.376,3.4342,13.271,1034.86301878847,0.315756846918856,6.657,48.572,47.191,49.954,2.7011440380723,1.19214869068462,1.60098952529185,0.929099790648988,3.05119461403227
"6244","AGO","Angola",2006,8468.325,8654.084,17122.409,3.3901,13.734,1213.87826623198,0.354622997266331,6.598,49.041,47.649,50.433,3.0336247786115,1.39837191924506,1.65692543839446,0.920865317515701,2.9214049475251
"6319","AGO","Angola",2007,8764.1,8948.724,17712.824,3.3401,14.208,1445.39524623453,0.387233565918117,6.523,49.471,48.065,50.875,3.31259210410723,1.66507645846458,1.71405955034738,0.91039776692254,2.67908426381585
"6339","AGO","Angola",2008,9065.474,9248.967,18314.441,3.2881,14.69,1599.1009701031,0.396026283302887,6.434,49.882,48.463,51.301,3.38780946320516,1.84214344620482,1.77227767324531,0.897976273551989,2.47655583172683
"6444","AGO","Angola",2009,9372.112,9554.538,18926.65,3.2359,15.181,1591.8653973302,0.4010746751274,6.331,50.286,48.852,51.72,3.43099596450102,1.83380816080862,1.83152077774737,0.883600837404047,2.51952631045353
"6517","AGO","Angola",2010,9683.827,9865.297,19549.124,3.1786,15.681,1600.00617160552,0.424315688007299,6.218,50.689,49.241,52.138,3.62981136309611,1.84318622652097,1.89175722025608,0.867829727843685,2.65196282075289
"6564","ALB","Albania",1960,829.663,789.166,1618.829,3.0241,56.311,1450.91472318026,0.340987219774294,6.186,62.293,61.309,63.247,0.575584089162614,0.580505177085528,0.469650252024873,2.08282828282828,2.35015341926426
"6645","ALB","Albania",1961,855.257,813.274,1668.531,2.9904,58.04,1462.96770274996,0.372783004930685,6.076,63.313,62.272,64.325,0.629255156513951,0.585327525999449,0.484069660638223,2.04579124579125,2.54812874016261
"6699","ALB","Albania",1962,881.267,837.914,1719.181,2.9431,59.802,1511.39040256762,0.390883798739051,5.956,64.202,63.117,65.261,0.659809172363005,0.604701254505694,0.498764100424674,2.00538720538721,2.58625301626238
"6726","ALB","Albania",1963,907.594,862.936,1770.53,2.882,61.588,1562.94263267518,0.320807893681553,5.833,64.926,63.811,66.017,0.541521525068001,0.625327095562808,0.513661332183695,1.96397306397306,2.05258905205272
"6804","ALB","Albania",1964,934.147,888.152,1822.299,2.8137,63.389,1616.47278546783,0.301816551509933,5.711,65.475,64.346,66.585,0.509464269687396,0.646744295574536,0.528680413196622,1.92289562289562,1.86713042262932
"6855","ALB","Albania",1965,960.863,913.439,1874.302,2.7407,65.198,1675.44694247121,0.316384446049783,5.594,65.863,64.723,66.987,0.534054775792834,0.670339619894959,0.543767381651011,1.88350168350168,1.88835849127595
"6925","ALB","Albania",1966,987.672,938.71,1926.382,2.6737,67.009,1738.26398565543,0.361299056988697,5.483,66.122,64.962,67.273,0.609870331122093,0.695472467604795,0.558876689135282,1.84612794612795,2.07850510607263
"6992","ALB","Albania",1967,1014.576,964.006,1978.582,2.623,68.825,1803.69020141448,0.369456509763052,5.376,66.316,65.116,67.517,0.623640055477517,0.721649234825127,0.574020810692098,1.81010101010101,2.04833684561417
"7066","ALB","Albania",1968,1041.676,989.491,2031.167,2.5934,70.654,1868.78510305678,0.412570704427553,5.268,66.5,65.233,67.779,0.696416520479262,0.747693444592605,0.589276627398327,1.77373737373737,2.20769474110592
"7133","ALB","Albania",1969,1069.126,1015.406,2084.532,2.5778,72.511,1932.25305178029,0.424555727616559,5.16,66.702,65.346,68.084,0.716647157452702,0.773086717005088,0.604758735576095,1.73737373737374,2.19720562596805
"7183","ALB","Albania",1970,1097.042,1041.924,2138.966,2.5672,74.404,2003.53658148083,0.477333440550247,5.05,66.948,65.496,68.441,0.805735575039528,0.801606972104153,0.620550979116779,1.7003367003367,2.38245433081859
"7252","ALB","Albania",1971,1125.47,1069.118,2194.588,2.5522,76.339,2083.62147427348,0.540876009528896,4.933,67.251,65.714,68.84,0.912994995826141,0.833648617370921,0.636687881975652,1.66094276094276,2.59584582040022
"7347","ALB","Albania",1972,1154.387,1096.933,2251.32,2.531,78.312,2165.2031663649,0.683598955279569,4.809,67.595,66.004,69.247,1.15391034974141,0.866289126049931,0.653146815005562,1.61919191919192,3.15720467205507
"7387","ALB","Albania",1973,1183.762,1125.267,2309.029,2.5007,80.32,2273.04894452802,0.624938015070404,4.677,67.966,66.356,69.64,1.05489108484912,0.909437790509885,0.669889192609437,1.57474747474747,2.74933813710802
"7440","ALB","Albania",1974,1213.54,1153.959,2367.499,2.4654,82.354,2281.52269573413,0.500528194520885,4.538,68.356,66.762,70.014,0.844888160718186,0.912828104472442,0.686852349456697,1.52794612794613,2.19383394895324
"7533","ALB","Albania",1975,1243.689,1182.903,2426.592,2.429,84.409,2289.47218379601,0.516362041908982,4.393,68.748,67.19,70.37,0.871615586552064,0.916008662848047,0.703996249363918,1.47912457912458,2.25537591399272
"7611","ALB","Albania",1976,1274.196,1212.06,2486.256,2.3988,86.484,2298.636292417,0.542985114968048,4.244,69.121,67.596,70.711,0.916555151347354,0.919675186050872,0.721305806232995,1.42895622895623,2.36220543789076
"7669","ALB","Albania",1977,1305.113,1241.504,2546.617,2.3793,88.584,2308.69198627551,0.612577391888926,4.094,69.459,67.943,71.045,1.03402643766351,0.923698428940886,0.738817574840102,1.37845117845118,2.65335261494611
"7681","ALB","Albania",1978,1336.553,1271.383,2607.936,2.3734,90.717,2319.31799344528,0.679081081744337,3.947,69.753,68.204,71.382,1.14628421018858,0.927949851905483,0.756607275793021,1.32895622895623,2.92793434821579
"7787","ALB","Albania",1979,1368.671,1301.901,2670.572,2.3757,92.896,2330.62545090641,0.774740392694898,3.807,70.001,68.376,71.725,1.30775647123064,0.932473920405851,0.774779061192115,1.28181818181818,3.3241737422613
"7812","ALB","Albania",1980,1401.573,1333.203,2734.776,2.3336,95.129,2347.08412139241,0.515581532088917,3.678,70.218,68.475,72.085,0.870298091326988,0.939058968632616,0.793405750472456,1.23838383838384,2.19668961751166
"7912","ALB","Albania",1981,1434.576,1364.769,2799.345,2.28,97.375,2359.6763374177,0.715167298064369,3.562,70.426,68.533,72.472,1.20719749592885,0.944097063895473,0.812138332556786,1.1993265993266,3.03078556462963
"7953","ALB","Albania",1982,1467.482,1396.42,2863.902,2.2937,99.621,2372.65099044817,0.695903700615454,3.46,70.646,68.59,72.885,1.17468067550676,0.94928817067435,0.830867433233862,1.16498316498316,2.93302176939224
"8040","ALB","Albania",1983,1501.368,1428.983,2930.351,2.3932,101.932,2386.50146162634,0.710153834813645,3.372,70.886,68.673,73.315,1.19873480433405,0.95482968879085,0.850145435788054,1.13535353535354,2.97571087314438
"8111","ALB","Albania",1984,1537.728,1463.597,3001.325,2.5203,104.401,2400.08787683058,0.711019299809251,3.297,71.144,68.788,73.746,1.20019570331298,0.960265559168409,0.870736218994442,1.11010101010101,2.96247194393641
"8159","ALB","Albania",1985,1577.196,1500.734,3077.93,2.7019,107.066,2412.64882811224,0.698196515190404,3.233,71.398,68.92,74.15,1.17855093078968,0.965291145532395,0.892960652554976,1.08855218855219,2.89390029354874
"8206","ALB","Albania",1986,1620.929,1541.296,3162.225,2.7844,109.998,2427.97914993132,0.694763971570651,3.177,71.615,69.04,74.488,1.17275682069314,0.971424745970922,0.917416087931063,1.06969696969697,2.86149068285987
"8263","ALB","Albania",1987,1667.413,1584.099,3251.512,2.5782,113.104,2443.25912541387,0.624324929448207,3.126,71.77,69.12,74.741,1.05385620052218,0.977538203041588,0.943319788724998,1.05252525252525,2.55529560067621
"8327","ALB","Albania",1988,1711.411,1625.023,3336.434,2.0168,116.058,2458.72911491256,0.598842956282066,3.075,71.853,69.145,74.902,1.01084280452274,0.983727683960055,0.967957127630131,1.03535353535354,2.43557922932622
"8408","ALB","Albania",1989,1745.876,1658.532,3404.408,1.2399,118.422,2477.2712671924,0.719655223463228,3.023,71.87,69.122,74.978,1.2147730832328,0.991146324918609,0.987677559022908,1.01784511784512,2.90503197204901
"8506","ALB","Albania",1990,1766.021,1680.861,3446.882,0.373,119.9,2499.40014396545,0.592419467797273,2.97,71.842,69.07,74.989,1,1,1,1,2.37024659387818
"8539","ALB","Albania",1991,1769.649,1690.114,3459.763,-0.3737,120.348,1835.70614944819,0.313027221806812,2.917,71.799,69.015,74.967,0.528387804287907,0.734458687569624,1.00373700057037,0.982154882154882,1.70521421361968
"8596","ALB","Albania",1992,1758.917,1687.941,3446.858,-0.8618,119.899,1764.00383421878,0.188867658603865,2.867,71.779,68.993,74.954,0.318807312842217,0.705770878055596,0.999993037185491,0.965319865319865,1.07067600954228
"8668","ALB","Albania",1993,1738.788,1678.492,3417.28,-0.9678,118.87,1936.9494306307,0.186990823110778,2.819,71.813,69.03,74.987,0.315639227397515,0.774965719397621,0.991411948537838,0.949158249158249,0.965388255128019
"8764","ALB","Albania",1994,1716.534,1667.833,3384.367,-0.7864,117.725,2067.46728183344,0.155420496654175,2.772,71.92,69.14,75.089,0.262348732785669,0.827185389592431,0.981863318790722,0.933333333333333,0.751743440004272
"8815","ALB","Albania",1995,1697.524,1660.334,3357.858,-0.502,116.803,2307.58411429113,0.16945326455139,2.723,72.117,69.337,75.28,0.286035948787181,0.923255173791425,0.974172600048392,0.916835016835017,0.734331907998266
"8869","ALB","Albania",1996,1683.428,1657.615,3341.043,-0.2915,116.218,2481.85630869514,0.164619252131744,2.67,72.415,69.624,75.576,0.277876168964923,0.99298078168369,0.969294278133107,0.898989898989899,0.6632908261248
"8926","ALB","Albania",1997,1672.977,1658.34,3331.317,-0.1761,115.88,2197.91225013385,0.126376445111648,2.611,72.796,69.982,75.96,0.213322572908584,0.879375899629553,0.966472597553383,0.879124579124579,0.574984033616228
"8986","ALB","Albania",1998,1665.074,1660.382,3325.456,-0.2262,115.676,2405.34460956263,0.143739685625069,2.543,73.235,70.39,76.41,0.242631603852453,0.962368756907571,0.96477222022686,0.856228956228956,0.597584583321745
"9082","ALB","Albania",1999,1657.581,1660.36,3317.941,-0.3924,115.415,2751.88532701968,0.245332873610471,2.467,73.713,70.829,76.906,0.414120208646527,1.10101831179927,0.962591988933767,0.830639730639731,0.891508345938852
"9143","ALB","Albania",2000,1648.992,1655.956,3304.948,-0.5724,114.963,2962.27935715302,0.249323136097754,2.383,74.2,71.275,77.419,0.420855744367727,1.18519612167949,0.958822495229021,0.802356902356902,0.841659769514018
"9195","ALB","Albania",2001,1639.366,1646.718,3286.084,-0.6867,114.307,3228.52337856295,0.267491640505842,2.291,74.664,71.703,77.917,0.451524055244887,1.29171928966952,0.953349723025041,0.771380471380471,0.828526261516203
"9236","ALB","Albania",2002,1629.625,1633.971,3263.596,-0.7446,113.524,3397.68399481895,0.313457915746925,2.195,75.081,72.096,78.373,0.52911481270597,1.35939977559108,0.94682556583022,0.739057239057239,0.922563476252968
"9316","ALB","Albania",2003,1620.084,1619.301,3239.385,-0.7184,112.682,3627.05840270552,0.361488368934227,2.097,75.437,72.444,78.769,0.61018988838822,1.45117155868887,0.939801536577115,0.706060606060606,0.996643364398498
"9366","ALB","Albania",2004,1611.201,1604.996,3216.197,-0.6259,111.876,3864.39450302019,0.353212194402271,2.004,75.725,72.739,79.094,0.596219762519925,1.54612878308037,0.933074297292452,0.674747474747475,0.91401691552511
"9419","ALB","Albania",2005,1603.342,1592.788,3196.13,-0.5194,111.177,4116.77596295697,0.362938929267583,1.919,75.949,72.985,79.349,0.61263842428585,1.64710559567523,0.927252514011214,0.646127946127946,0.88160962008458
"9491","ALB","Albania",2006,1596.511,1583.062,3179.573,-0.4208,110.602,4367.43823060574,0.3314910524149,1.849,76.124,73.192,79.544,0.559554623765903,1.74739456631243,0.922449042351899,0.622558922558923,0.759005702912766
"9597","ALB","Albania",2007,1590.691,1575.531,3166.222,-0.3041,110.137,4647.31378692479,0.349312208682777,1.796,76.278,73.379,79.705,0.589636613363814,1.85937165689346,0.918575686664063,0.604713804713805,0.751643260383162
"9658","ALB","Albania",2008,1586.181,1570.427,3156.608,-0.1719,109.803,5010.03177788928,0.356712014922347,1.761,76.433,73.565,79.853,0.602127435562962,2.00449367420639,0.915786499218714,0.592929292929293,0.711995513674425
"9690","ALB","Albania",2009,1583.341,1567.844,3151.185,-0.0331,109.614,5178.86690406704,0.335746711157866,1.744,76.598,73.757,79.999,0.566738146547134,2.07204393284961,0.914213193256978,0.587205387205387,0.648301486362198
"9754","ALB","Albania",2010,1582.377,1567.766,3150.143,0.1187,109.578,5374.99080986786,0.370776818703151,1.741,76.78,73.959,80.149,0.625868727916334,2.15051232306489,0.913910891060384,0.586195286195286,0.68981851656834
"9846","ARE","United.Arab.Emirates",1960,44.857,44.751,89.608,8.6733,1.072,22432.802294028,NA,6.928,52.214,49.612,55.006,0.00426426172918216,1.60683657002937,0.0496031548332741,1.57885141294439,NA
"9912","ARE","United.Arab.Emirates",1961,50.593,47.134,97.727,10.7094,1.169,23179.6352668843,NA,6.91,53.259,50.709,55.993,0.00390999380957724,1.66033138163428,0.0540974858538454,1.57474931631723,NA
"9926","ARE","United.Arab.Emirates",1962,58.63,50.144,108.774,11.1251,1.301,24249.834724761,NA,6.893,54.295,51.807,56.973,0.0058548299689962,1.73698857334856,0.0602126323970467,1.57087511394713,NA
"10008","ARE","United.Arab.Emirates",1963,68.038,53.536,121.574,10.0379,1.454,25025.2131457409,NA,6.877,55.319,52.904,57.946,0.00628608033014551,1.79252806351621,0.0672981647364127,1.56722880583409,NA
"10111","ARE","United.Arab.Emirates",1964,77.459,56.952,134.411,8.5037,1.608,25675.8954169256,NA,6.861,56.328,53.996,58.909,0.00473810383858161,1.83913570776437,0.0744041786926971,1.56358249772106,NA
"10131","ARE","United.Arab.Emirates",1965,86.131,60.21,146.341,6.9605,1.75,26164.2839931827,NA,6.841,57.314,55.074,59.854,0.00522221339239933,1.87411843593309,0.0810081162558719,1.55902461257976,NA
"10224","ARE","United.Arab.Emirates",1966,93.638,63.252,156.89,6.4602,1.877,26482.7989966189,NA,6.816,58.266,56.126,60.771,0.00568292807104742,1.89693330983587,0.0868475913064947,1.55332725615315,NA
"10282","ARE","United.Arab.Emirates",1967,100.953,66.407,167.36,7.7034,2.002,26610.4298695174,NA,6.783,59.176,57.139,61.652,0.190264482268043,1.90607536669305,0.0926433353372104,1.54580674567001,NA
"10361","ARE","United.Arab.Emirates",1968,110.395,70.367,180.762,10.6904,2.162,26374.4423704034,NA,6.738,60.038,58.106,62.489,0.238870183159219,1.88917184573851,0.100062109119412,1.5355515041021,NA
"10371","ARE","United.Arab.Emirates",1969,125.106,76.051,201.157,14.0619,2.406,25495.0476801026,27.8240379405141,6.679,60.85,59.022,63.279,3.54396593749298,1.82618178638953,0.111351908499207,1.52210574293528,10.9135069248092
"10470","ARE","United.Arab.Emirates",1970,147.364,84.165,231.529,16.1872,2.769,24552.4114812965,17.9588734024679,6.605,61.614,59.883,64.02,2.28743346850536,1.75866180842947,0.128164548203209,1.50524156791249,7.31450489747153
"10543","ARE","United.Arab.Emirates",1971,177.329,94.882,272.211,16.9336,3.256,24805.5654516755,21.2225075401068,6.512,62.333,60.693,64.715,2.70312468632784,1.77679494454512,0.150684362783684,1.48404740200547,8.55554273957231
"10588","ARE","United.Arab.Emirates",1972,214.297,108.142,322.439,17.1073,3.857,24805.615282183,19.8363101237753,6.402,63.018,61.459,65.369,2.52656381343721,1.77679851384871,0.178488434529128,1.45897903372835,7.99670151218666
"10627","ARE","United.Arab.Emirates",1973,258.494,124.105,382.599,16.8569,4.577,24887.0729668621,21.8322577947146,6.279,63.675,62.188,65.991,2.78078897564946,1.78263323681094,0.211790436524148,1.43094804010939,8.77252934637389
"10716","ARE","United.Arab.Emirates",1974,309.965,142.883,452.848,16.2481,5.417,28449.0813215118,18.8650496413808,6.146,64.307,62.885,66.583,2.40285372960975,2.03777591635594,0.250677277251345,1.40063810391978,6.63116303411736
"10756","ARE","United.Arab.Emirates",1975,368.252,164.49,532.742,15.7231,6.373,25465.0018281796,15.9045091244918,6.009,64.917,63.551,67.147,2.02576774479138,1.82402963557864,0.294903177307697,1.36941659070191,6.24563439335467
"10832","ARE","United.Arab.Emirates",1976,434.479,188.971,623.45,14.8994,7.458,25598.0464108069,17.3438126553854,5.873,65.506,64.187,67.685,2.20909277827881,1.83355947041638,0.345115245076385,1.33842297174111,6.77544386670978
"10930","ARE","United.Arab.Emirates",1977,507.466,216.151,723.617,13.3773,8.656,26296.2877356717,14.6168484156674,5.744,66.069,64.794,68.197,1.8617575568784,1.88357371655438,0.400563410532422,1.30902461257976,5.55852162959079
"10961","ARE","United.Arab.Emirates",1978,581.662,245.529,827.191,11.296,9.895,22545.0021620767,14.7740969135302,5.624,66.608,65.373,68.685,1.88178640105045,1.61487332124618,0.457897545416602,1.281677301732,6.55315834849729
"11014","ARE","United.Arab.Emirates",1979,649.685,276.427,926.112,9.1476,11.078,24801.7072989579,10.7794737569538,5.517,67.123,65.924,69.149,1.37298863308112,1.77651858937566,0.512655978583978,1.25729261622607,4.34626279030666
"11088","ARE","United.Arab.Emirates",1980,706.555,308.27,1014.825,7.2067,12.139,27709.3709317395,9.9169807602296,5.423,67.615,66.451,69.592,1.26313233514724,1.98479128742113,0.561763699710711,1.23587055606199,3.57892670485358
"11192","ARE","United.Arab.Emirates",1981,749.723,340.937,1090.66,5.7979,13.046,26635.2746521716,9.21552087726698,5.344,68.086,66.952,70.013,1.17378693039139,1.90785497072201,0.603742711035384,1.21786690975387,3.45989331726888
"11264","ARE","United.Arab.Emirates",1982,781.461,374.304,1155.765,5.0294,13.825,22983.2112175734,8.69986545707821,5.274,68.537,67.428,70.413,1.10810756176274,1.64626174639525,0.639782053453699,1.20191431175934,3.78531327703508
"11310","ARE","United.Arab.Emirates",1983,807.574,407.806,1215.38,4.9692,14.538,20538.2376354771,7.93003011403841,5.209,68.969,67.881,70.793,1.01005312987028,1.47113101983802,0.672782366767082,1.18710118505014,3.86110544379928
"11338","ARE","United.Arab.Emirates",1984,836.513,440.787,1277.3,5.3293,15.279,20159.5116069883,9.90526892664214,5.141,69.383,68.311,71.155,1.26164059123184,1.44400329746872,0.707058629458765,1.17160437556974,4.91344687299293
"11442","ARE","United.Arab.Emirates",1985,874.418,472.8,1347.218,5.7473,16.115,18545.8842503706,10.1060110538903,5.065,69.78,68.722,71.499,1.28720924746744,1.32842097239721,0.745762242748124,1.15428441203282,5.44919342613085
"11507","ARE","United.Arab.Emirates",1986,923.324,503.591,1426.915,5.9767,17.068,13769.847291202,9.02716700013666,4.973,70.157,69.112,71.827,1.14979617368772,0.986318780026577,0.789879092033315,1.13331814038286,6.55574953681907
"11562","ARE","United.Arab.Emirates",1987,981.489,533.309,1514.798,6.0436,18.12,13480.3384694903,8.58596327695178,4.86,70.515,69.483,72.138,1.09359976647302,0.965581586519712,0.838527360672417,1.10756608933455,6.36924903360861
"11596","ARE","United.Arab.Emirates",1988,1046.734,562.436,1609.17,5.9069,19.248,12682.2359047093,8.19677224904765,4.724,70.854,69.838,72.435,1.04402825032504,0.908414391315319,0.890767662073249,1.07657247037375,6.4631917515459
"11662","ARE","United.Arab.Emirates",1989,1115.388,591.697,1707.085,5.6603,20.42,13220.3660888902,8.70431173608813,4.566,71.177,70.178,72.72,1.10867388723258,0.946960055296352,0.944969216683329,1.04056517775752,6.58401717286998
"11726","ARE","United.Arab.Emirates",1990,1184.835,621.663,1806.498,5.4666,21.609,13960.848733744,7.85110196634593,4.388,71.485,70.506,72.996,1,1,1,1,5.62365663870382
"11783","ARE","United.Arab.Emirates",1991,1255.227,652.775,1908.002,5.3558,22.823,13446.6021924004,8.14831430994307,4.193,71.781,70.824,73.263,1.03785613088088,0.963165094676471,1.05618827145117,0.955560619872379,6.05975709949107
"11859","ARE","United.Arab.Emirates",1992,1327.906,685.071,2012.977,5.234,24.079,13056.490086515,7.87589724075337,3.989,72.068,71.133,73.524,1.00315819034242,0.935221800301933,1.11429793999218,0.909070191431176,6.03217035249598
"11936","ARE","United.Arab.Emirates",1993,1402.873,718.27,2121.143,5.1014,25.373,12288.3710282941,8.48269070024982,3.784,72.347,71.434,73.779,1.08044587073397,0.880202290179719,1.17417400960311,0.862351868732908,6.90302293177698
"11977","ARE","United.Arab.Emirates",1994,1480.263,751.896,2232.159,4.9872,26.7,12425.2839365638,8.93439938642364,3.583,72.62,71.729,74.031,1.13798030196542,0.890009208862159,1.23562771727397,0.816545123062899,7.1904991725239
"12040","ARE","United.Arab.Emirates",1995,1560.506,785.799,2346.305,5.1704,28.066,12495.0040276975,8.21035628360337,3.393,72.89,72.018,74.281,1.04575845770408,0.895003181110081,1.2988140590247,0.773245214220602,6.5709112741409
"12105","ARE","United.Arab.Emirates",1996,1649.071,821.739,2470.81,5.4418,29.555,12445.3373237215,4.53171227249364,3.215,73.155,72.301,74.529,0.577207160462188,0.891445610583873,1.36773469995538,0.732680036463081,3.64129324470453
"12195","ARE","United.Arab.Emirates",1997,1748.126,860.867,2608.993,5.3908,31.208,12787.8878357663,4.35302049488059,3.052,73.415,72.579,74.774,0.554447071702799,0.915982121119712,1.44422689645934,0.695533272561532,3.40401835767255
"12241","ARE","United.Arab.Emirates",1998,1851.573,901.925,2753.498,4.9646,32.937,12212.358116267,8.07118799432576,2.902,73.669,72.849,75.015,1.02803250154223,0.874757570200528,1.52421868167028,0.661349134001823,6.60903317564429
"12326","ARE","United.Arab.Emirates",1999,1950.637,943.011,2893.648,4.484,34.613,12017.1428758409,7.3861782773855,2.766,73.918,73.114,75.254,0.940782365207668,0.860774520591643,1.6017997252142,0.630355515041021,6.14636802915487
"12384","ARE","United.Arab.Emirates",2000,2042.449,983.903,3026.352,3.4347,36.2,12814.3043518777,10.1429047248965,2.644,74.163,73.373,75.49,1.29190841850921,0.917874306660524,1.67525898174258,0.602552415679125,7.91529875237451
"12460","ARE","United.Arab.Emirates",2001,2111.995,1020.109,3132.104,2.8908,37.465,12403.8342883628,8.82984728476449,2.532,74.405,73.628,75.722,1.12466343229447,0.888472794521595,1.73379876423888,0.577028258887876,7.11864338033651
